age,job,education,channel,month,day_of_week,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,converted,vendor,lead_id,cost_per_lead,lead_score,advanced
46,blue-collar,basic.6y,landline-sourced,may,mon,440,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100017,18.5,0.199512546817348,0
50,blue-collar,basic.9y,landline-sourced,may,mon,353,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100018,34.0,0.16767037130006276,0
39,management,basic.9y,landline-sourced,may,mon,195,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100019,34.0,0.18388561327945172,0
30,unemployed,high.school,landline-sourced,may,mon,38,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100020,18.5,0.1978954216221611,0
55,blue-collar,basic.4y,landline-sourced,may,mon,262,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100021,46.5,0.164781282183659,0
55,retired,high.school,landline-sourced,may,mon,342,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100022,12.0,0.2561183802313643,0
41,technician,high.school,landline-sourced,may,mon,181,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100023,27.25,0.1994678161903033,0
37,admin.,high.school,landline-sourced,may,mon,172,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100024,12.0,0.1992616369569961,0
35,technician,university.degree,landline-sourced,may,mon,99,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100025,27.25,0.21546000204425791,0
59,technician,unknown,landline-sourced,may,mon,93,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100026,34.0,0.19591640735868987,0
39,self-employed,basic.9y,landline-sourced,may,mon,233,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100027,18.5,0.1836811496064264,0
54,technician,university.degree,landline-sourced,may,mon,255,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100028,12.0,0.2033011153010927,0
55,unknown,university.degree,landline-sourced,may,mon,362,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100029,12.0,0.20966852374539596,0
46,admin.,unknown,landline-sourced,may,mon,348,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100030,27.25,0.2012488852477157,0
59,technician,unknown,landline-sourced,may,mon,386,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100031,34.0,0.19591640735868987,0
49,blue-collar,unknown,landline-sourced,may,mon,73,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100032,27.25,0.18617793387385653,0
54,management,basic.4y,landline-sourced,may,mon,230,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100033,12.0,0.17512192615745614,0
54,blue-collar,basic.4y,landline-sourced,may,mon,208,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100034,18.5,0.16531413287025534,0
55,unknown,basic.4y,landline-sourced,may,mon,336,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100035,12.0,0.1856308477577579,0
34,services,high.school,landline-sourced,may,mon,365,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100036,9.75,0.18712112365525724,0
52,technician,basic.9y,landline-sourced,may,mon,1666,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100037,18.5,0.1811950763561543,0
41,admin.,university.degree,landline-sourced,may,mon,577,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100038,9.75,0.2087824014815547,0
56,technician,basic.4y,landline-sourced,may,mon,137,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100039,9.75,0.17868958116629488,0
58,management,university.degree,landline-sourced,may,mon,366,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100040,9.75,0.19568408160297812,0
32,entrepreneur,high.school,landline-sourced,may,mon,314,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100041,34.0,0.20608985465302262,0
38,admin.,professional.course,landline-sourced,may,mon,160,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100042,46.5,0.181048624552556,0
57,admin.,university.degree,landline-sourced,may,mon,212,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100043,18.5,0.19874656421812964,0
44,admin.,university.degree,landline-sourced,may,mon,188,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100044,9.75,0.20687265245973377,0
42,technician,professional.course,landline-sourced,may,mon,22,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100045,9.75,0.18124022395854764,0
57,admin.,university.degree,landline-sourced,may,mon,616,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100046,18.5,0.19874656421812964,0
40,blue-collar,basic.9y,landline-sourced,may,mon,178,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100047,12.0,0.17313610438277147,0
35,admin.,university.degree,landline-sourced,may,mon,355,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100048,27.25,0.21264073974414596,0
45,blue-collar,basic.9y,landline-sourced,may,mon,225,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100049,27.25,0.17038582316245618,0
54,admin.,high.school,landline-sourced,may,mon,160,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100050,34.0,0.188980454521658,0
39,housemaid,basic.4y,landline-sourced,may,mon,266,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100051,9.75,0.1740731088450997,0
60,admin.,high.school,landline-sourced,may,mon,253,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100052,12.0,0.18545031103352144,0
53,admin.,professional.course,landline-sourced,may,mon,179,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100053,12.0,0.17260752277804153,0
55,blue-collar,basic.4y,landline-sourced,may,mon,269,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100054,46.5,0.164781282183659,0
55,technician,professional.course,landline-sourced,may,mon,135,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100055,12.0,0.17390023110277117,0
50,management,university.degree,landline-sourced,may,mon,161,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100056,46.5,0.20059858296211663,0
45,services,high.school,landline-sourced,may,mon,787,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100057,9.75,0.1807374588860764,0
55,unemployed,professional.course,landline-sourced,may,mon,145,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100058,18.5,0.1664993081556781,0
25,technician,university.degree,landline-sourced,may,mon,174,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100059,12.0,0.2220679465922294,0
47,entrepreneur,university.degree,landline-sourced,may,mon,449,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100060,46.5,0.20873687426580234,0
51,blue-collar,basic.9y,landline-sourced,may,mon,812,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100061,34.0,0.16713144656298076,0
42,blue-collar,basic.6y,landline-sourced,may,mon,164,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100062,12.0,0.20199415847379978,0
42,blue-collar,basic.6y,landline-sourced,may,mon,366,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100063,12.0,0.20199415847379978,0
48,admin.,high.school,landline-sourced,may,mon,357,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100064,27.25,0.19256191030247793,0
37,admin.,university.degree,landline-sourced,may,mon,232,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100065,12.0,0.21134887244252032,0
44,blue-collar,basic.9y,landline-sourced,may,mon,91,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100066,27.25,0.1709330881086658,0
33,admin.,unknown,landline-sourced,may,mon,273,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100067,12.0,0.2094505404771041,0
56,admin.,basic.9y,landline-sourced,may,mon,158,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100068,46.5,0.1764631048534388,0
44,blue-collar,basic.4y,landline-sourced,may,mon,177,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100069,27.25,0.17071881132757946,0
41,management,basic.6y,landline-sourced,may,mon,200,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100070,34.0,0.21407151228454233,0
44,management,university.degree,landline-sourced,may,mon,172,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100071,9.75,0.2043447425032593,0
47,admin.,university.degree,landline-sourced,may,mon,176,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100072,46.5,0.20497584657380513,0
57,unknown,unknown,landline-sourced,may,mon,211,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100073,27.25,0.203988299726695,0
37,admin.,university.degree,landline-sourced,may,mon,214,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100074,12.0,0.21134887244252032,0
41,blue-collar,basic.4y,landline-sourced,may,mon,1575,1.1,93.994,-36.4,4.857,5191.0,1,Vendor B - Coastal Direct,100075,34.0,0.17236733912296678,0
55,technician,university.degree,landline-sourced,may,mon,349,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100076,12.0,0.20267555357563585,0
33,services,high.school,landline-sourced,may,mon,337,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100077,18.5,0.18770997887152627,0
55,management,unknown,landline-sourced,may,mon,272,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100078,34.0,0.19328822540629856,0
42,blue-collar,basic.9y,landline-sourced,may,mon,208,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100079,12.0,0.17203180253159658,0
50,blue-collar,basic.4y,landline-sourced,may,mon,193,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100080,34.0,0.16745935843688592,0
51,blue-collar,basic.4y,landline-sourced,may,mon,212,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100081,34.0,0.1669209759176559,0
38,admin.,high.school,landline-sourced,may,mon,165,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100082,46.5,0.1986454056582057,0
49,entrepreneur,university.degree,landline-sourced,may,mon,1042,1.1,93.994,-36.4,4.857,5191.0,1,Vendor A - Meridian Leads,100083,18.5,0.20746247499852108,0
38,technician,university.degree,landline-sourced,may,mon,20,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100084,9.75,0.21350565472777136,0
31,admin.,high.school,landline-sourced,may,mon,246,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100085,46.5,0.20298916902627687,0
41,management,basic.6y,landline-sourced,may,mon,529,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100086,34.0,0.21407151228454233,0
39,admin.,university.degree,landline-sourced,may,mon,192,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100087,12.0,0.21006275974329752,0
49,technician,basic.9y,landline-sourced,may,mon,1467,1.1,93.994,-36.4,4.857,5191.0,1,Vendor F - Summit Outreach,100088,27.25,0.18292245260538223,0
34,admin.,high.school,landline-sourced,may,mon,188,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100089,12.0,0.20111894137988412,0
35,admin.,university.degree,landline-sourced,may,mon,180,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100090,27.25,0.21264073974414596,0
57,unknown,unknown,landline-sourced,may,mon,48,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100091,27.25,0.203988299726695,0
60,admin.,unknown,landline-sourced,may,mon,213,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100092,12.0,0.19268765894776707,0
33,unemployed,basic.9y,landline-sourced,may,mon,545,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100093,46.5,0.18434012342146025,0
42,blue-collar,basic.6y,landline-sourced,may,mon,583,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100094,12.0,0.20199415847379978,0
45,services,professional.course,landline-sourced,may,mon,221,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100095,9.75,0.1644015850950994,0
42,management,university.degree,landline-sourced,may,mon,426,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100096,46.5,0.20560495860470168,0
53,admin.,university.degree,landline-sourced,may,mon,287,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100097,12.0,0.20122104327378204,0
37,technician,professional.course,landline-sourced,may,mon,197,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100098,34.0,0.18412682564794441,0
44,blue-collar,basic.6y,landline-sourced,may,mon,257,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100099,27.25,0.20075048120517713,0
54,services,unknown,landline-sourced,may,mon,229,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100100,18.5,0.18258208895042136,0
49,blue-collar,basic.4y,landline-sourced,may,mon,55,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100101,27.25,0.16799912726053176,0
54,services,unknown,landline-sourced,may,mon,400,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100102,18.5,0.18258208895042136,0
52,admin.,university.degree,landline-sourced,may,mon,197,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100103,9.75,0.20184325211489235,0
52,admin.,university.degree,landline-sourced,may,mon,190,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100104,9.75,0.20184325211489235,0
43,services,high.school,landline-sourced,may,mon,21,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100105,18.5,0.1818853676282218,0
34,housemaid,basic.6y,landline-sourced,may,mon,300,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100106,9.75,0.2077129615928807,0
35,admin.,high.school,landline-sourced,may,mon,123,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100107,27.25,0.20049840444402497,0
42,entrepreneur,unknown,landline-sourced,may,mon,293,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100108,12.0,0.2074909562409483,0
43,technician,unknown,landline-sourced,may,mon,325,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100109,34.0,0.2058460484650109,0
60,retired,university.degree,landline-sourced,may,mon,514,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100110,27.25,0.26669154132225803,0
58,unemployed,basic.4y,landline-sourced,may,mon,849,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100111,46.5,0.17003293115919596,0
35,services,high.school,landline-sourced,may,mon,194,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100112,34.0,0.18653369150100024,0
55,blue-collar,basic.9y,landline-sourced,may,mon,212,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100113,46.5,0.16498958921073087,0
37,management,university.degree,landline-sourced,may,mon,337,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100114,46.5,0.20878066317713828,0
36,blue-collar,high.school,landline-sourced,may,mon,286,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100115,34.0,0.18664172607101492,0
52,admin.,university.degree,landline-sourced,may,mon,247,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100116,9.75,0.20184325211489235,0
57,blue-collar,unknown,landline-sourced,may,mon,518,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100117,46.5,0.18153649688222878,0
56,admin.,unknown,landline-sourced,may,mon,364,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100118,46.5,0.1951050707004081,0
48,blue-collar,basic.4y,landline-sourced,may,mon,178,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100119,27.25,0.1685402836993516,0
40,blue-collar,high.school,landline-sourced,may,mon,98,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100120,12.0,0.18430516608511782,0
49,blue-collar,high.school,landline-sourced,may,mon,439,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100121,27.25,0.17913083906304875,0
41,services,high.school,landline-sourced,may,mon,139,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100122,46.5,0.18303893815354008,0
45,technician,high.school,landline-sourced,may,mon,79,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100123,9.75,0.1970095796028518,0
32,admin.,university.degree,landline-sourced,may,mon,175,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100124,27.25,0.21458933008904243,0
42,admin.,university.degree,landline-sourced,may,mon,262,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100125,18.5,0.20814438011984002,0
50,admin.,basic.6y,landline-sourced,may,mon,61,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100126,27.25,0.21083852587214,0
31,technician,professional.course,landline-sourced,may,mon,78,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100127,34.0,0.187637579349944,0
56,retired,basic.4y,landline-sourced,may,mon,102,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100128,9.75,0.2409028083092135,0
41,technician,professional.course,landline-sourced,may,mon,579,1.1,93.994,-36.4,4.857,5191.0,1,Vendor F - Summit Outreach,100129,27.25,0.18181471180855716,0
37,blue-collar,basic.6y,landline-sourced,may,mon,143,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100130,46.5,0.20512849307466374,0
41,technician,professional.course,landline-sourced,may,mon,677,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100131,27.25,0.18181471180855716,0
35,blue-collar,unknown,landline-sourced,may,mon,267,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100132,18.5,0.194519618621057,0
37,blue-collar,basic.6y,landline-sourced,may,mon,345,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100133,46.5,0.20512849307466374,0
52,management,university.degree,landline-sourced,may,mon,185,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100134,46.5,0.19936135161697413,0
39,management,university.degree,landline-sourced,may,mon,207,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100135,34.0,0.20750606667589305,0
39,housemaid,basic.4y,landline-sourced,may,mon,69,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100136,9.75,0.1740731088450997,0
56,blue-collar,basic.4y,landline-sourced,may,mon,100,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100137,27.25,0.16424981104049668,0
34,services,high.school,landline-sourced,may,mon,125,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100138,9.75,0.18712112365525724,0
45,blue-collar,basic.9y,landline-sourced,may,mon,461,1.1,93.994,-36.4,4.857,5191.0,1,Vendor F - Summit Outreach,100139,27.25,0.17038582316245618,0
43,unemployed,university.degree,landline-sourced,may,mon,240,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100140,34.0,0.20170611683641543,0
56,management,unknown,landline-sourced,may,mon,70,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100141,12.0,0.19268602201280466,0
39,management,university.degree,landline-sourced,may,mon,193,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100142,34.0,0.20750606667589305,0
53,blue-collar,basic.4y,landline-sourced,may,mon,136,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100143,34.0,0.16584836447976684,0
38,unknown,high.school,landline-sourced,may,mon,73,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100144,27.25,0.2082851435394429,0
42,blue-collar,basic.4y,landline-sourced,may,mon,528,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100145,12.0,0.17181643386996392,0
42,blue-collar,basic.4y,landline-sourced,may,mon,541,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100146,12.0,0.17181643386996392,0
35,admin.,high.school,landline-sourced,may,mon,338,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100147,27.25,0.20049840444402497,0
40,admin.,university.degree,landline-sourced,may,mon,163,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100148,12.0,0.20942186133141008,0
51,blue-collar,basic.4y,landline-sourced,may,mon,87,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100149,34.0,0.1669209759176559,0
60,blue-collar,basic.9y,landline-sourced,may,mon,301,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100150,9.75,0.16234330856611492,0
56,entrepreneur,unknown,landline-sourced,may,mon,46,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100151,46.5,0.19873025604589883,0
39,services,high.school,landline-sourced,may,mon,52,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100152,34.0,0.1841981777042777,0
56,entrepreneur,unknown,landline-sourced,may,mon,204,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100153,46.5,0.19873025604589883,0
40,blue-collar,unknown,landline-sourced,may,mon,155,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100154,12.0,0.19150833088402033,0
36,blue-collar,basic.9y,landline-sourced,may,mon,98,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100155,34.0,0.17536150795921368,0
51,blue-collar,unknown,landline-sourced,may,mon,71,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100156,34.0,0.18500906043505796,0
51,blue-collar,unknown,landline-sourced,may,mon,243,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100157,34.0,0.18500906043505796,0
43,technician,professional.course,landline-sourced,may,mon,186,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100158,34.0,0.18066715051279048,0
59,services,high.school,landline-sourced,may,mon,579,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100159,27.25,0.17285996424504396,0
24,management,university.degree,landline-sourced,may,mon,165,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100160,46.5,0.21720579786878116,0
37,blue-collar,basic.9y,landline-sourced,may,mon,163,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100161,46.5,0.17480305420997044,0
40,blue-collar,basic.9y,landline-sourced,may,mon,46,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100162,12.0,0.17313610438277147,0
42,blue-collar,basic.9y,landline-sourced,may,mon,559,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100163,12.0,0.17203180253159658,0
39,services,high.school,landline-sourced,may,mon,2033,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100164,34.0,0.1841981777042777,0
37,entrepreneur,basic.6y,landline-sourced,may,mon,85,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100165,18.5,0.22327404057602673,0
38,services,high.school,landline-sourced,may,mon,506,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100166,27.25,0.18477992555382514,0
56,admin.,unknown,landline-sourced,may,mon,114,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100167,46.5,0.1951050707004081,0
40,blue-collar,unknown,landline-sourced,may,mon,114,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100168,12.0,0.19150833088402033,0
